SAMPLE ID,00_ctr-2,03_ctr-n3,14_ctr-6,83_ctr-n1,28_als-n1,30_als-n1,29_als-n1,52_als-n6
NPHS2,0,0,0.0181204,0.017029,0,0,0,0
NPIP,85.3764,70.9381,55.1813,68.6432,61.4903,92.3936,76.0281,51.4284
NPIPL3,7.08361,8.28173,5.88789,8.29104,5.25785,7.87503,6.651,3.68664
NPL,0.944641,0.157168,0.715337,0.587062,0.743198,0.25295,0.378259,0.598297
NPLOC4,22.0479,9.94932,23.8197,20.756,21.9439,13.9943,21.1299,22.973
NPM1,333.221,458.63,282.904,512.335,292.112,235.079,304.798,361.674
NPM2,0.670926,2.09235,2.71226,0.492402,2.16716,1.69443,2.20852,2.08869
NPM3,18.8502,19.8934,14.7674,25.8306,16.6842,12.1283,14.1812,19.5846
NPNT,0.28466,0.173015,0.886042,2.2013,0.732927,0.479398,0.228079,0.362286
NPPA,3.93922,2.39254,17.348,7.75911,10.8288,13.9946,13.373,11.5774
NPPA-AS1,0.176552,0.242735,0.0409182,0.0716107,0.146456,0.258511,0.221118,0.386868
NPPB,0.549813,0.610629,6.65436,2.37362,3.00311,1.31735,1.50648,3.17121
NPPC,1.72661,11.836,4.64295,2.13621,3.69384,4.60873,4.65527,4.11693
NPR1,0.416182,0.325902,1.26378,0.220783,0.412486,0.255346,0.54584,0.455268
NPR2,3.14591,3.90943,4.03709,2.66731,2.19939,2.30572,2.99624,1.53804
NPR3,0.296927,0.213746,0.75616,2.72517,0.154811,0.0739619,0.322604,0.188786
NPRL2,16.9672,25.4369,14.8035,16.597,23.2786,23.4637,19.4223,29.8252
NPRL3,18.0937,19.7719,20.7415,21.9046,20.004,19.4614,16.3499,18.9657
NPS,0.366717,0,0.10529,0,0,0,0.112607,0
NPSR1,0.0209249,0.0181331,0,0,0.0291334,0,0,0
NPSR1-AS1,0,0,0.00716031,0,0,0.0104973,0,0.0118352
NPTN,28.6762,21.3676,44.9874,34.4423,43.7651,26.0193,38.5833,38.2724
NPTX1,0.977328,1.65146,2.2573,1.56464,1.27757,2.00203,1.58722,1.25228
NPTX2,56.8217,7.05913,114.381,20.5871,107.321,54.5766,94.4908,66.2626
NPTXR,16.7747,12.7994,25.6571,18.0695,25.5027,39.861,22.9255,21.1129
NPVF,0,0,0,0.0268193,0,0.0209189,0,0
NPW,0.174335,0.223737,0.734125,0.250877,0.283178,0.073381,0.21413,0.496401
NPY,0.84345,1.16703,1.87679,0.682742,2.05507,0.177512,4.92091,1.40095
NPY1R,0.598798,0.537937,2.235,0.904784,2.7512,0.201636,1.59355,1.26929
NPY2R,0.40707,0.164563,0.719953,0.281181,0.702781,0.130221,0.53999,0.417272
NPY5R,0.224249,0.354604,0.662244,0.190165,0.312218,0.0404531,0.511526,0.638525
NPY6R,0.0197661,0,0,0.0106667,0,0.0249599,0.0242781,0
NQO1,2.36297,1.32425,1.64515,3.7834,1.9467,0.660913,1.86659,2.40905
NQO2,13.9958,9.405,12.2337,19.5811,7.61403,9.46939,8.49978,8.3639
NR0B1,0.130375,0.0537816,0.256681,0.0402036,0.285246,0.156793,0.205889,0.212132
NR0B2,0.0232264,0,0.0266744,0,0,0,0,0
NR1D1,1.46975,4.04677,1.1412,2.04364,1.19138,3.68043,0.925561,0.880417
NR1D2,5.58426,6.3039,4.10785,7.74122,4.78978,6.83755,3.28623,3.6924
NR1H2,17.382,5.60086,14.2532,16.4116,16.6781,10.314,15.5542,15.8831
NR1H3,3.91546,1.49371,3.30973,5.05068,4.37735,2.86728,4.29696,5.90878
NR1H4,0.0137813,0.015275,0.0182765,0,0.0383752,0,0.0194921,0.0301247
NR1I2,0.0645815,0.0328091,0.0617995,0.0116155,0.0599435,0.0478603,0.0167469,0.0408639
NR1I3,0.483935,0.656637,0.488731,0.306523,0.926297,1.6224,0.565973,0.779743
NR2C1,9.37264,10.4682,6.81242,6.34587,7.22489,7.43163,8.14134,7.1726
NR2C2,11.1297,8.9447,8.36777,8.10737,9.73734,11.1828,9.89026,9.43092
NR2C2AP,4.92959,3.30972,3.19536,3.66588,4.23745,2.36712,4.81143,4.86314
NR2E1,13.9536,0.247015,2.61545,7.09146,7.61523,6.23472,6.34024,8.25945
NR2E3,0.0577222,0.0854574,0.0838995,0.109133,0.0412043,0.106406,0.127226,0.0561786
NR2F1,162.357,104.699,95.4635,97.8662,113.932,127.15,117.77,113.592
NR2F2,29.8691,25.6976,29.9084,34.5987,37.0134,27.0744,34.9571,34.9832
NR2F6,16.1022,24.3824,19.8458,19.8338,19.9127,16.903,18.4915,19.8028
NR3C1,7.68578,3.57884,6.0171,7.74076,6.75429,3.97367,3.96374,5.53953
NR3C2,0.583994,0.298704,0.560208,0.467791,0.784949,0.336363,0.42459,0.703784
NR4A1,3.45639,11.8414,4.19958,3.90525,3.74468,9.2612,3.9865,4.28442
NR4A2,0.37622,0.37017,2.08355,0.180466,1.10581,0.626395,0.934466,1.02364
NR4A3,1.92323,0.898856,3.9364,1.11301,5.11802,1.6732,2.72104,2.74971
NR5A1,0.0190764,0.11935,0.109542,0.0102944,0.0398397,0.104385,0.0820082,0.0452651
NR5A2,0.00598363,0.213146,0.222214,0.00645805,0.0749784,0.0554098,0.0983217,0.0965473
NR6A1,0.838391,3.06549,1.59321,0.523128,1.06066,2.2775,1.64477,1.20897
NRADDP,0.0583414,0,0.100504,0.062967,0.040614,0.049114,0.107488,0.0830605
NRAP,0.021576,0.0824799,0.0459708,0.0525557,0.0337582,0.0136227,0.0512512,0.0655095
NRARP,5.95821,13.1394,6.90741,4.68012,7.07238,6.24848,11.344,11.3423
NRAS,21.4965,12.414,19.4996,18.2522,21.3258,10.1545,20.5469,24.8099
NRBF2,7.14663,4.00142,7.11682,7.98213,7.63063,4.60071,7.1333,8.5269
NRBP1,45.0799,33.9192,46.6227,56.6085,49.9795,38.6055,46.4166,47.9471
NRBP2,25.0407,16.3329,13.6141,11.0997,13.2147,23.5567,13.9174,7.6313
NRCAM,27.1176,18.356,24.2339,26.5619,25.0049,25.8809,23.0751,25.3916
NRD1,38.096,26.0082,39.5173,36.6336,37.1326,17.4405,34.1496,38.523
NRDE2,4.40971,2.84146,3.09441,2.93188,3.32091,4.43116,3.83391,3.54955
NREP,267.625,603.621,569.51,450.537,525.167,597.479,577.838,547.83
NRF1,6.90337,5.37406,5.83779,5.55492,5.90939,6.72787,7.55419,6.84863
NRG1,3.37892,7.63885,12.0251,2.59853,10.6537,17.4331,7.21595,8.13955
NRG2,0.195735,0.247764,0.736183,0.270583,0.590267,0.387442,0.423724,0.432412
NRG3,1.91966,1.72004,4.80187,1.4673,4.75829,3.68008,2.35422,2.94966
NRG4,0.690306,0.429932,0.217627,0.555126,0.979949,0.695073,0.81463,0.308325
NRGN,2.23273,1.14548,11.1273,1.9656,2.40046,1.5536,1.28118,1.29118
NRIP1,7.04028,6.96451,12.366,7.86413,9.63346,9.27498,10.802,11.462
NRIP2,0.855086,0.818256,0.572138,0.793691,0.79927,0.944985,0.999767,0.690089
NRIP3,3.62589,2.39644,8.04538,6.05164,4.1508,3.23403,4.69642,3.70368
NRK,0.0476023,0.021147,0.151391,0.67975,0.0764723,0.021578,0.0539707,0.0590826
NRL,0.628101,0.460621,0.532421,0.484215,0.666283,0.51617,0.642896,0.936808
NRM,22.153,20.3983,17.5513,18.2118,15.8959,14.4361,22.9455,17.9727
NRN1,2.91474,3.12339,7.0082,3.99816,8.61609,9.85123,7.74215,9.41692
NRN1L,0.326454,0.448888,0.214238,0.201335,0.324655,0.902984,0.34369,0.22132
NRON,0.0324404,0.0312248,0,0.0116708,0,0.0182064,0.0132818,0.0102634
NRP1,9.75193,10.4419,12.5447,14.801,13.6732,22.437,10.8592,9.16857
NRP2,37.4516,34.757,34.0713,36.6104,28.8492,60.0333,24.6801,25.2345
NRSN1,25.2279,37.1005,38.2856,24.9105,32.7825,38.4349,26.7087,42.9207
NRSN2,34.9523,15.0766,40.0274,32.7827,42.4622,25.8828,36.5329,37.3431
NRTN,2.43332,2.05903,2.05753,2.62625,1.30303,1.19306,4.1383,2.51258
NRXN1,8.22865,9.99303,15.6923,8.24358,16.1565,15.5308,15.2143,14.7287
NRXN2,33.6858,45.7924,58.4599,28.3743,61.7493,72.2422,52.3892,48.2367
NRXN3,21.2622,4.49211,9.62581,8.18024,11.1427,14.1294,9.00458,7.20625
NS3BP,2.08595,0.807481,6.61399,2.91206,3.25149,3.09215,1.94943,2.51784
NSA2,56.421,96.2853,55.799,65.079,54.0572,56.7942,77.708,73.0425
NSD1,9.36513,5.09674,7.24343,7.84318,7.21923,7.65072,7.7684,7.61379
NSDHL,15.4244,24.971,21.2285,15.5608,19.3961,14.565,20.0265,22.1059
NSF,29.1339,23.1421,41.4016,24.8773,43.3342,30.3643,40.4768,41.6184
NSFL1C,22.0862,18.6121,25.7938,19.8416,26.5286,20.1067,26.132,25.467
NSFP1,0.0833033,0.0152284,0.689171,0.000634852,0.162464,0.0253744,0.00866595,0.043363
NSG1,41.8664,101.471,118.734,41.4496,118.776,118.168,130.791,137.288
NSL1,2.61535,2.08864,2.31584,1.99622,2.39202,1.84422,2.44943,2.74302
NSMAF,7.85164,3.08855,5.78581,9.02428,6.14174,4.00679,6.0632,5.76228
NSMCE1,15.8167,6.66218,8.10868,20.2808,20.3959,10.6708,15.6373,19.207
NSMCE2,10.1082,13.3164,10.6017,11.6457,10.8518,7.54573,11.0693,12.4606
NSMCE4A,14.1228,5.64297,12.3342,13.3589,12.9636,6.2978,14.9441,17.5728
NSRP1,14.0273,3.39704,11.7068,11.2515,12.8825,5.78928,13.6226,12.8389
NSUN2,10.8277,5.8832,9.25061,10.4375,11.0544,4.82505,8.76938,10.774
NSUN3,3.1605,2.13806,2.63582,2.70903,2.99868,2.2351,3.08971,3.6208
NSUN4,3.59235,4.13877,3.14117,3.31788,3.29838,3.0076,3.31467,3.71137
NSUN5,8.61814,11.2973,10.0436,6.10471,10.5811,8.98198,10.9467,10.4413
NSUN5P1,3.89156,6.54415,1.86693,2.16125,1.59329,5.50161,2.70031,1.84152
NSUN5P2,13.3746,16.7206,5.2967,6.42696,6.23701,15.1638,6.87472,5.62949
NSUN6,5.65834,8.93666,4.40211,2.66605,5.06566,7.17073,5.18631,5.24347
NSUN7,1.85203,2.05157,1.04515,0.775424,2.02283,1.27686,1.88258,1.30321
NT5C,18.8117,15.3385,13.6218,16.2587,19.0183,11.9592,17.061,19.3903
NT5C1A,0.106669,0.102672,0.214384,0.259035,0.185643,0.359193,0.0655092,0.101243
NT5C1B,3.85E-20,4.99E-18,1.35E-20,0.048502,1.63E-20,0,5.12E-21,0.0244233
NT5C1B-RDH14,0.0368549,0.0545451,0.0427398,0.0108843,0.0919074,6.65E-13,0.0227482,0.0112451
NT5C2,21.5237,16.9341,23.6991,16.6481,23.3536,14.7946,21.6048,25.0392
NT5C3,12.0702,8.69514,14.4443,11.0895,14.4504,9.00973,12.8607,16.8015
NT5C3L,28.5561,48.679,43.4346,37.783,36.3742,31.9112,35.4292,40.8421
NT5DC1,3.47192,1.74356,3.83565,2.9224,3.2445,1.00868,3.15198,2.46253
NT5DC2,111.983,73.325,112.889,113.535,101.764,56.6009,111.764,115.294
NT5DC3,1.44678,1.20051,1.58441,1.17713,1.50348,1.14197,1.53374,1.24694
NT5E,0.0798885,0.0144314,0.0917483,1.04347,0.0417497,0.0378656,0.0276235,0.0711526
NT5M,4.20131,2.6661,5.27336,3.89238,4.71061,4.36626,4.15567,5.96376
NTAN1,13.1028,11.6737,14.4242,13.979,13.9595,9.24481,12.6267,14.1881
NTF3,1.39312,0.447298,3.80938,2.72078,2.15514,3.66736,1.02416,1.15436
NTF4,0.265953,0.113772,0.23756,0.637864,0,0.174136,0.108887,0.0841414
NTHL1,8.16178,6.52444,9.85005,8.62973,10.6316,6.21875,9.99086,9.97868
NTM,10.4275,8.95925,15.5636,10.5402,17.0746,11.8958,8.93626,11.7596
NTMT1,12.8629,17.2673,13.6489,13.1093,14.8718,13.5703,14.0399,16.2145
NTN1,28.1027,13.9734,65.2327,10.2369,64.0543,40.7711,42.8121,47.0875
NTN3,0.966187,0.61522,1.60468,2.7273,1.11756,1.05113,1.22325,1.10045
NTN4,4.79355,3.73359,4.62359,2.27392,5.27552,4.64723,8.03423,5.13102
NTN5,0.659232,0.572625,0.461645,0.590024,0.425341,0.636182,0.473978,0.457828
NTNG1,2.98478,3.41359,3.49362,3.55641,3.88822,1.4106,3.57669,2.84746
NTNG2,6.56122,1.33294,2.91759,5.4425,3.84286,4.37377,3.82418,3.77999
NTPCR,20.7823,24.0358,25.0328,21.6177,24.6973,20.1954,24.0389,21.4026
NTRK1,0.71852,1.06394,0.793154,1.28764,0.559357,1.09005,0.530023,0.953716
NTRK2,68.5796,54.1261,127.578,44.1933,88.5585,70.0659,109.905,65.4902
NTRK3,10.1645,8.01123,6.46503,6.75388,6.99425,10.2583,6.8559,4.92984
NTRK3-AS1,0,0,0,0.0119644,0,0.00933222,0,0
NTS,1.19131,0.52747,2.7637,2.10866,6.23652,2.88833,3.04356,3.25645
NTSR1,1.35744,1.15529,2.601,1.24916,1.78053,2.7486,2.86951,1.87834
NTSR2,0.0183587,0.0353415,0.0210841,0,0.0511211,0,0,0
NUAK1,10.9929,13.4054,13.6289,8.32383,10.9487,13.0398,12.455,11.855
NUAK2,6.3867,3.14286,4.09959,3.12234,4.8411,4.13725,5.08328,3.82104
NUB1,15.352,14.6113,15.1921,14.204,16.6056,14.2749,14.6594,18.9852
NUBP1,16.6667,13.5608,17.8358,14.7453,18.7738,11.447,18.4565,19.8238
NUBP2,24.565,26.6669,25.6359,23.8153,32.5658,21.7947,28.5719,36.7776
NUBPL,7.2802,2.94591,5.11176,4.75259,5.94033,3.46642,4.30956,5.57731
NUCB1,50.6855,41.0629,52.0314,59.8187,50.3926,42.6015,50.2766,42.2079
NUCB2,21.5179,12.1802,26.3949,37.4548,24.3242,12.3642,22.2685,30.0353
NUCKS1,92.5857,76.2016,77.9344,80.2842,77.7581,78.1998,80.9945,86.6623
NUDC,61.4513,46.783,63.9168,47.0627,76.7845,38.5729,70.3387,68.3709
NUDCD1,5.0493,4.15795,5.18245,3.84505,5.76572,3.31554,5.71783,6.93719
NUDCD2,16.3174,11.21,13.5899,14.1494,13.527,9.07034,13.0809,16.6105
NUDCD3,18.4497,19.1106,25.5119,20.3531,25.6622,22.5672,23.2954,24.657
NUDT1,14.9037,7.94442,12.6034,11.6294,12.1155,5.87967,16.7565,15.9857
NUDT10,13.3922,11.4693,13.08,9.76186,15.5715,11.345,14.8846,15.0206
NUDT11,19.47,22.7733,21.5505,15.0918,25.0263,19.8058,25.4781,28.0692
NUDT12,3.97785,2.4765,7.56213,6.85091,8.87308,3.41283,7.39117,7.18149
NUDT13,0.7296,0.553706,0.499525,0.84802,0.371162,0.519712,0.620407,0.759072
NUDT14,15.5265,7.73454,10.128,14.5158,12.136,5.24551,10.3299,12.3129
NUDT15,6.94545,5.39056,6.52633,5.01638,6.68482,4.35715,6.13807,5.7302
NUDT16,11.949,7.77511,10.2614,9.13167,11.6127,11.1839,10.4433,9.90562
NUDT16L1,19.6554,17.479,20.784,17.4086,22.8182,15.2711,23.184,23.7149
NUDT16P1,0.0649285,0,0,0.0420459,0.0542395,0.0437275,0.0637997,0.0123251
NUDT17,2.16467,1.97938,2.05536,1.83984,1.99667,2.14121,2.00266,1.85244
NUDT18,2.27382,0.692126,1.80787,2.9575,2.27288,1.19432,2.07674,1.43877
NUDT19,1.50072,0.932524,1.89606,0.498833,1.47123,0.515518,1.4998,1.3053
NUDT2,19.8615,19.087,15.9838,15.6516,15.3714,17.2634,17.4883,19.5265
NUDT21,30.1705,38.086,32.1646,25.9619,34.1625,30.3668,34.0296,47.2579
NUDT22,14.9064,4.18348,10.2974,14.6515,13.4294,4.67011,12.4238,12.5201
NUDT3,16.0337,22.2076,16.4554,13.248,18.2158,20.2081,19.7325,19.1395
NUDT4,5.18496,3.9775,3.89397,8.58647,4.8439,4.66827,4.14897,5.29091
NUDT4P1,18.6489,15.9564,23.1953,36.1855,23.7601,14.1503,21.4625,21.142
NUDT5,21.6161,8.59041,18.1465,21.2816,19.1666,7.13962,20.1566,22.4643
NUDT6,3.41139,1.88976,4.24438,4.07506,4.86975,2.15925,3.93492,4.68695
NUDT7,3.1674,1.48779,2.74687,2.20068,3.12831,1.75575,3.28844,2.36048
NUDT8,3.5402,3.08271,3.13061,4.55018,3.5108,1.91008,3.58418,3.16545
NUDT9,6.9723,6.6124,9.24545,8.77377,9.33872,6.13027,10.0696,8.88657
NUDT9P1,0.301512,0.0527662,0.220355,0.207084,0.114488,0.0230749,0.134668,0.0520317
NUF2,7.72013,5.0555,5.48034,4.21642,3.35269,2.255,5.49517,6.29202
NUFIP1,3.53876,2.39572,3.8891,3.30766,3.98401,2.21648,3.49387,4.35513
NUFIP2,12.3385,16.1504,10.0184,8.98642,11.0681,15.4345,11.0951,11.3054
NUGGC,0.214956,0.322544,0.154642,0.121826,0.108948,0.278886,0.229108,0.0825466
NUMA1,49.4949,43.3946,33.1603,44.5862,38.8301,42.6212,44.7063,38.2808
NUMB,15.0156,11.7836,9.33104,14.3711,11.3793,11.1672,11.1476,12.0561
NUMBL,13.4101,11.7241,12.349,14.1589,13.4563,14.9025,12.8664,14.6431
NUP107,14.8738,7.63119,11.5905,9.96431,11.7226,5.01171,13.2549,12.9512
NUP133,17.2027,11.359,17.8134,14.5019,17.9486,10.3281,18.4601,18.6189
NUP153,14.9343,8.54386,12.8531,10.2357,13.327,9.79735,13.0067,14.5786
NUP155,10.457,4.45208,8.88437,7.16997,9.27584,5.54863,8.94049,9.89922
NUP160,12.7395,8.35071,9.19537,8.63564,9.93365,7.37287,11.7137,13.7623
NUP188,19.4798,10.2041,16.3884,12.9484,15.0346,8.93333,17.9735,17.3611
NUP205,14.0135,11.0846,11.5049,9.12358,10.3262,11.932,12.0961,12.5135
NUP210,4.91807,4.95507,6.22808,3.86802,3.34938,4.72428,5.16334,4.61335
NUP210L,0.0351549,0.135262,0.0374351,0.0117268,0.00756384,0.109851,0.0266911,0.0412506
NUP214,10.93,6.91317,8.5002,9.38801,9.65735,8.42947,9.70065,10.6838
NUP35,6.85141,3.28864,6.66438,4.05827,7.39975,2.67844,7.01651,8.69912
NUP37,9.52993,3.25412,6.1898,7.98516,7.50398,2.74297,8.09441,8.85914
NUP43,11.2507,6.2539,8.14278,8.9227,9.93409,5.93801,9.26558,9.98354
NUP50,12.5366,6.26504,8.65011,9.50392,9.9257,8.21892,10.6731,11.7969
NUP54,13.1928,5.54048,11.5219,11.6807,11.5587,5.08858,12.8926,14.4618
NUP62,27.9792,17.857,20.0448,19.252,22.3466,18.6652,24.6869,24.6607
NUP62CL,1.33919,0.828779,0.813837,0.709119,1.01125,0.293756,1.30955,0.952006
NUP85,11.9437,4.75831,9.03695,10.478,8.8214,3.97885,11.1869,10.9482
NUP88,13.7606,6.59401,15.3821,8.38993,12.7175,7.3808,15.4338,17.4628
NUP93,33.6729,28.2423,35.1478,31.3959,47.6344,37.1231,46.8873,47.2843
NUP98,12.6014,9.52289,10.9297,11.2366,11.0765,7.87704,11.1802,13.2128
NUPL1,11.0841,13.2665,9.86225,9.79237,10.7783,11.1481,10.6935,15.2202
NUPL2,7.3925,6.86251,11.2822,6.47155,10.2239,5.80841,9.16068,9.35528
NUPR1,1.16982,0.662344,3.33367,53.9035,0.191072,0.259944,0.67425,1.53473
NUPR1L,0.246006,0.0947153,0.169516,0.212409,0.137004,0.207097,0.120864,0.326889
NUS1,13.4492,10.8409,14.7264,14.151,16.2627,11.2394,13.849,16.9851
NUSAP1,40.3108,15.721,22.9645,21.8943,14.2711,8.50791,25.3743,24.3138
NUTF2,120.049,70.1064,128.572,116.477,124.371,71.5258,124.984,124.568
NVL,9.51834,7.34087,10.4266,6.58914,10.106,6.22972,10.7196,12.2117
NWD1,0.486787,0.227796,0.439826,0.303839,0.796838,0.279355,0.522269,0.301493
NXF1,26.1703,18.6453,22.4886,18.6353,25.5722,17.7787,28.1031,24.5335
NXF2,0.00614759,0,0.0211807,0.00663501,0.00855921,0,0,0.0233395
NXF2B,0.00614759,0,0.0211807,0.00663501,0.00855921,0,0,0.0233395
NXF3,0.0155782,0.0149945,0.0178909,0,0,0.0131144,0.0191342,0
NXF4,0.0734956,0.0550213,0.00937848,0,0,0.0549968,0.0501512,0.0310031
NXF5,0,0.0137801,4.00E-18,0.0197528,0,0.0154071,0.0224794,2.56E-24
NXN,28.9156,14.8094,28.2398,30.4504,30.9263,14.7778,34.6663,30.6954
NXNL1,0,0.0320662,0.038035,0,0,0.138248,0.0400115,0
NXNL2,0.523494,0.95084,0.525485,0.705077,0.467116,1.11887,0.455204,0.43695
NXPE2,0.0664134,0,0,0.0179198,0,0.0279547,0,0.063035
NXPE3,5.29378,4.22476,5.96192,4.73258,5.34019,5.68892,4.687,5.29162
NXPE4,0.0173753,0,0,0,0,0,0,0
NXPH1,3.78989,2.29574,12.3495,4.04675,9.16021,8.0315,8.91277,11.1366
NXPH2,0.841802,0.466177,4.71467,0.970774,2.52067,1.27171,5.18395,3.84168
NXPH3,0.170148,0.475965,0.512945,0.269719,0.310925,0.751997,0.489815,0.307846
NXPH4,3.78009,15.3729,10.2988,12.5926,6.76668,8.59615,9.74822,7.9522
NXT1,8.69501,14.2963,10.3197,10.725,10.7077,9.41116,11.1342,15.9536
NXT2,4.8672,0.918948,5.65886,5.92705,3.65277,1.01001,3.13993,4.07476
NYAP1,10.2717,20.1703,13.6522,7.34919,15.0816,20.084,14.0238,13.544
NYAP2,0.629319,0.677611,2.08869,0.613701,2.03968,3.81543,0.969411,1.32727
NYNRIN,8.66422,3.074,7.80158,14.8459,5.30964,5.46566,6.28089,4.76791
NYX,0.0336866,0,0.0515834,0.0242384,0.0781691,0.0378116,0.124129,0.106577
O3FAR1,0,0.00784643,0.00936206,0.0348878,0.0113498,0.0137251,0,0.0154744
OACYLP,0.0555946,0,0.191544,0,0,0,0.068285,0.0527666
OAF,17.1544,11.9183,15.4221,31.2111,7.28434,12.3591,11.4698,10.0068
OAS1,0.0200228,0.0543131,0,0,0.0741455,0.0950057,0,0
OAS2,0.0283173,0,0.0325211,0,0,0,0.0173906,0.0134384
OAS3,0.0846377,0.0214385,0.0409274,0.0673093,0.0868294,0.0300005,0.0328287,0.0169121
OASL,0.0173935,0.066967,0.0325211,0.0187725,0.0197129,0.0293204,0.140597,0.0403153
OAT,20.4231,17.9978,27.2679,28.8569,22.3987,17.2974,16.3968,23.3579
OAZ1,182.251,229.399,237.559,173.486,236.064,190.508,234.167,282.049
OAZ2,78.8093,79.2079,91.3936,72.2035,94.709,88.7709,88.5667,95.0689
OAZ3,1.04215,1.53859,1.37735,0.981014,1.27014,1.81572,1.0119,1.21194
OBFC1,3.30691,2.88048,3.80306,3.29379,3.94461,3.54696,3.13304,3.44564
OBP2A,0,0,0,0,0.0596536,0,0.052626,0
OBP2B,0,0,0,0,0,0,0.052626,0
OBSCN,1.08289,1.44912,1.26087,1.41762,1.71411,2.73648,1.14432,1.32557
OBSL1,89.0192,23.4237,43.0646,60.5495,51.4109,50.4268,62.709,35.5977
OC90,0.0165661,0.047836,0.0951269,0.0357591,0,0.0557838,0,0.0314468
OCA2,0.63971,0.280705,1.13443,0.467056,0.75968,0.110874,1.09772,0.526809
OCEL1,7.76577,7.29247,8.07959,7.56378,10.8875,7.81314,9.60491,9.83621
OCIAD1,46.9242,40.2177,63.2221,45.3874,66.0533,43.67,58.1697,76.4113
OCIAD2,27.606,13.5405,28.1665,11.5542,43.8423,33.5494,42.028,35.4235
OCLM,0.367339,0.289289,0.19176,0.0360422,0.0464947,0.365466,0.123052,0.0950873
OCLN,1.52328,0.551614,0.244494,0.629402,0.319445,1.13704,0.530841,1.43034
OCM,0.296904,0.285758,0.146135,2.17E-05,0.236215,0.49989,0.15629,0.483087
OCM2,4.49E-10,2.46E-05,4.84E-22,0.108531,4.51E-28,9.95E-13,0,9.62E-13
OCRL,14.6215,14.9474,28.3087,25.2181,15.7302,32.9871,14.055,13.9499
OCSTAMP,0,0.0139083,0.0165948,0,0.0402363,0.0121643,0,0.0274293
ODAM,0.0916793,0,0.631737,0.123685,0.159555,0.0578844,0,0.0217539
ODC1,117.353,136.464,118.497,94.8732,125.257,87.0773,134.205,157.842
ODF1,0,0,0.102324,0,0.0413494,0.0250017,0.0729564,0
ODF2,22.5228,20.8209,18.3988,16.4191,20.0083,14.0671,22.0575,21.708
ODF2L,11.1001,10.3688,9.60189,7.10644,9.37294,9.9813,8.84644,9.22419
ODF3,0.0229912,0,0,0,0,0,0,0.0436434
ODF3B,2.7086,1.28891,2.0272,1.60949,3.17794,1.35788,4.18665,1.53094
ODF3L1,0.14847,0.0476355,0.653625,0.721086,0.206712,0.083325,0.425508,0.281835
ODF3L2,0.0736178,0.0531445,0,0.0198637,0.0512485,0.0309872,0.0678167,0.0174682
ODF4,0.0256925,0,0,0,0,0,0,0
OFD1,6.97792,4.09369,9.65745,8.22931,5.84267,6.80001,5.70059,5.25693
OGDH,22.1319,13.13,22.2046,18.2996,22.7881,13.6851,21.71,21.6824
OGDHL,2.10201,3.47764,4.62004,2.52092,2.79999,4.22435,2.42266,2.40867
OGFOD1,12.3354,10.26,13.6071,13.4123,13.8355,11.7967,14.484,17.2023
OGFOD2,5.20871,3.19664,3.52072,3.53844,4.80174,3.70386,4.18377,4.53963
OGFR,14.309,12.7161,14.7661,13.6661,14.8271,17.427,16.5864,14.1369
OGFRL1,2.96904,1.30642,3.66311,3.16782,5.26758,1.87102,3.37587,3.68757
OGG1,16.3747,7.0648,13.411,12.0109,16.2166,7.08145,16.0625,16.6011
OGN,0.423654,0.479141,2.28781,69.3209,0.191701,0.0535405,0.273189,0.86504
OGT,29.4002,32.628,19.028,18.5143,19.66,34.7704,21.6303,20.5446
OIP5,5.87549,1.93109,4.05961,3.712,2.99282,1.08575,4.07771,4.82853
OIP5-AS1,19.2332,20.2323,18.1986,14.4558,22.8375,19.9814,20.4383,23.8036
OIT3,0.0125035,0.012035,0.0287194,0.0404845,0.0174084,0.0105259,0.0153576,0.0118675
OLA1,22.5675,28.6954,28.4262,23.2293,29.6374,21.4069,24.1431,31.2536
OLAH,0.144097,0.0886269,0.0411033,0.116907,0.0248616,0.138418,0.0436215,0.0844816
OLFM1,45.1347,93.4138,94.0695,39.7609,111.69,139.009,79.8546,82.8818
OLFM2,19.3844,46.4619,57.732,41.2776,50.6644,58.6639,53.8532,45.2882
OLFM3,2.57518,3.55388,7.66789,2.89899,7.21826,2.34017,7.87609,5.25256
OLFM4,0.182039,0.0876092,0.627192,0.469351,0.577305,0.349065,0.509295,0.316762
OLFML1,0.294902,0.108715,0.116787,7.10591,0.0707911,0.137008,0.112453,0.0868659
OLFML2A,2.99362,0.904506,2.45479,3.14748,1.64554,1.13088,1.92683,1.36568
OLFML2B,1.5134,8.43446,3.79802,15.2954,2.3152,1.65154,3.62593,4.29153
OLFML3,0.585858,0.516914,2.82215,41.8904,0.589104,0.1096,0.57967,0.772301
OLIG1,17.0207,1.15952,4.31414,3.87257,9.72076,3.56582,7.58917,8.02828
OLIG2,16.1812,0.972018,3.61419,1.17864,11.0192,4.32977,7.55764,11.0783
OLIG3,2.46006,0.646962,7.42598,0.290176,15.2352,5.97527,5.10207,6.02231
OLR1,0,0,0.0141881,0.0793227,0,0,0,0
OMA1,2.55156,0.669804,1.98908,2.83731,2.6267,1.10654,2.14631,2.37773
OMD,0.0348396,0,0.0800233,0.438688,0,0,0.0142641,0.0110225
OMG,0.280408,0.029989,0.232581,0.470774,1.0194,0.288516,0.707966,0.73929
OMP,0,0,0,0.129518,0,0.0505116,0,0.113899
